DateTime,close
2023-03-27 04:00:00,12953.25
2023-03-27 04:00:05,12951.5
2023-03-27 04:00:10,12951.5
2023-03-27 04:00:15,12951.25
2023-03-27 04:00:20,12950.5
2023-03-27 04:00:25,12951.0
2023-03-27 04:00:30,12951.25
2023-03-27 04:00:35,
2023-03-27 04:00:40,
2023-03-27 04:00:45,12951.25
2023-03-27 04:00:50,12950.5
2023-03-27 04:00:55,12950.5
2023-03-27 04:01:00,12950.25
2023-03-27 04:01:05,12950.5
2023-03-27 04:01:10,12950.75
2023-03-27 04:01:15,12950.5
2023-03-27 04:01:20,12949.75
2023-03-27 04:01:25,12950.0
2023-03-27 04:01:30,12950.75
2023-03-27 04:01:35,12950.25
2023-03-27 04:01:40,12950.5
2023-03-27 04:01:45,12950.5
2023-03-27 04:01:50,12950.5
2023-03-27 04:01:55,12951.5
2023-03-27 04:02:00,12950.75
2023-03-27 04:02:05,12950.75
2023-03-27 04:02:10,12951.25
2023-03-27 04:02:15,12951.0
2023-03-27 04:02:20,12951.0
2023-03-27 04:02:25,12950.75
2023-03-27 04:02:30,12950.0
2023-03-27 04:02:35,
2023-03-27 04:02:40,12950.25
2023-03-27 04:02:45,12950.0
2023-03-27 04:02:50,
2023-03-27 04:02:55,12950.5
2023-03-27 04:03:00,12950.5
2023-03-27 04:03:05,12950.5
2023-03-27 04:03:10,12950.0
2023-03-27 04:03:15,12950.25
2023-03-27 04:03:20,12950.5
2023-03-27 04:03:25,12950.5
2023-03-27 04:03:30,12950.75
2023-03-27 04:03:35,12950.75
2023-03-27 04:03:40,12950.5
2023-03-27 04:03:45,12950.5
2023-03-27 04:03:50,12950.25
2023-03-27 04:03:55,12950.25
2023-03-27 04:04:00,12949.75
2023-03-27 04:04:05,12950.25
2023-03-27 04:04:10,
2023-03-27 04:04:15,
2023-03-27 04:04:20,12949.0
2023-03-27 04:04:25,12950.25
2023-03-27 04:04:30,12950.0
2023-03-27 04:04:35,12949.75
2023-03-27 04:04:40,12949.75
2023-03-27 04:04:45,12949.5
2023-03-27 04:04:50,12949.25
2023-03-27 04:04:55,12949.0
2023-03-27 04:05:00,12948.25
2023-03-27 04:05:05,
2023-03-27 04:05:10,12948.25
2023-03-27 04:05:15,12948.25
2023-03-27 04:05:20,12948.5
2023-03-27 04:05:25,12948.75
2023-03-27 04:05:30,12949.25
2023-03-27 04:05:35,12949.0
2023-03-27 04:05:40,
2023-03-27 04:05:45,
2023-03-27 04:05:50,12948.5
2023-03-27 04:05:55,12948.5
2023-03-27 04:06:00,12948.5
2023-03-27 04:06:05,12948.5
2023-03-27 04:06:10,12946.25
2023-03-27 04:06:15,12946.0
2023-03-27 04:06:20,12946.5
2023-03-27 04:06:25,12946.75
2023-03-27 04:06:30,12946.75
2023-03-27 04:06:35,12946.5
2023-03-27 04:06:40,12947.25
2023-03-27 04:06:45,12947.25
2023-03-27 04:06:50,12947.5
2023-03-27 04:06:55,12947.75
2023-03-27 04:07:00,12947.75
2023-03-27 04:07:05,12948.0
2023-03-27 04:07:10,12947.75
2023-03-27 04:07:15,12948.25
2023-03-27 04:07:20,12947.5
2023-03-27 04:07:25,12947.25
2023-03-27 04:07:30,12947.5
2023-03-27 04:07:35,12947.25
2023-03-27 04:07:40,12946.75
2023-03-27 04:07:45,12947.0
2023-03-27 04:07:50,12947.0
2023-03-27 04:07:55,12947.0
2023-03-27 04:08:00,12947.0
2023-03-27 04:08:05,
2023-03-27 04:08:10,12948.0
2023-03-27 04:08:15,12947.75
2023-03-27 04:08:20,12948.25
2023-03-27 04:08:25,12948.0
2023-03-27 04:08:30,12948.0
2023-03-27 04:08:35,12948.0
2023-03-27 04:08:40,12948.0
2023-03-27 04:08:45,12947.5
2023-03-27 04:08:50,12947.0
